Sample	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Picard_mqc-generalstats-picard-PERCENT_DUPLICATION	Picard_mqc-generalstats-picard-summed_median	Picard_mqc-generalstats-picard-summed_mean	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned
RSQ_076_libComplexityPicard										0.671734				
RSQ_076_sorted											693	1972.432256		
RSQ_076_sorted_q10	90654526	90654526								0.95478				
RSQ_076_sorted_q10_mrkDup	90654526	90654526											88.84571080323116	40271329
RSQ_076_sorted_q10_rmDup	4099406	4099406											86.02095035231933	1763174
RSQ_077	97964067	97964067	82.05	41419727.0										
RSQ_077_R1					88.79772627509575	46.0	148.41539118328666	27.27272727272727	50483279.0					
RSQ_077_R2					67.42553856509605	49.0	147.8199951314573	27.27272727272727	50483279.0					
RSQ_077__STARpass1			82.92	41861963.0										
RSQ_077_libComplexityPicard										0.552854				
RSQ_077_sorted											625	1573.913991		
RSQ_077_sorted_q10	82819804	82819804								0.926217				
RSQ_077_sorted_q10_mrkDup	82819804	82819804											90.89490721325542	37639492
RSQ_077_sorted_q10_rmDup	6110674	6110674											89.29394695249655	2728231
RSQ_078	108088782	108088782	77.36	36503044.0										
RSQ_078_R1					84.48815213664368	49.0	144.80660579020292	27.27272727272727	47183424.0					
RSQ_078_R2					65.26590826919727	51.0	144.5630366503287	27.27272727272727	47183424.0					
RSQ_078__STARpass1			78.52	37050205.0										
RSQ_078_libComplexityPicard										0.425329				
RSQ_078_sorted											278	520.542252		
RSQ_078_sorted_q10	72994840	72994840								0.879715				
RSQ_078_sorted_q10_mrkDup	72994840	72994840											88.04055738734408	32132532
RSQ_078_sorted_q10_rmDup	8780160	8780160											87.4570622858809	3839435
RSQ_132	91476518	91476518	82.76	34097358.0										
RSQ_132_R1					77.57680904145292	47.0	145.91429325291995	27.27272727272727	41201097.0					
RSQ_132_R2					58.0497330319129	49.0	145.6414411247351	27.27272727272727	41201097.0					
RSQ_132__STARpass1			83.66	34470837.0										
RSQ_132_libComplexityPicard										0.286994				
RSQ_132_sorted											263	455.199389		
RSQ_132_sorted_q10	68186024	68186024								0.766924				
RSQ_132_sorted_q10_mrkDup	68186024	68186024											82.2199223700153	28031248
RSQ_132_sorted_q10_rmDup	15892504	15892504											78.41460351370684	6231022
RSQ_134	126802750	126802750	63.62	33483262.0										
RSQ_134_R1					84.84546553223225	47.0	143.49300597288448	36.36363636363637	52633196.0					
RSQ_134_R2					65.76544143882587	49.0	143.04736727368788	27.27272727272727	52633196.0					
RSQ_134__STARpass1			63.61	33478308.0										
RSQ_134_libComplexityPicard										0.529147				
RSQ_134_sorted											217	399.647564		
RSQ_134_sorted_q10	66954900	66954900								0.899393				
RSQ_134_sorted_q10_mrkDup	66954900	66954900											70.95151811144517	23752759
RSQ_134_sorted_q10_rmDup	6736156	6736156											51.02557007290211	1718581
RSQ_135	136654815	136654815	71.3	38823379.0										
RSQ_135_R1					88.16548829585184	50.0	146.08657250695495	27.27272727272727	54447632.0					
RSQ_135_R2					70.8510702552029	52.0	145.692475698484	27.27272727272727	54447632.0					
RSQ_135__STARpass1			71.73	39054141.0										
RSQ_135_libComplexityPicard										0.551226				
RSQ_135_sorted											290	573.713698		
RSQ_135_sorted_q10	77634764	77634764								0.92494				
RSQ_135_sorted_q10_mrkDup	77634764	77634764											85.66484983454062	33252852
RSQ_135_sorted_q10_rmDup	5827298	5827298											82.45653474388988	2402494
RSQ_138	93121565	93121565	85.84	40417675.0										
RSQ_138_R1					94.29026291031744	48.0	148.32739433039626	27.27272727272727	47085513.0					
RSQ_138_R2					82.75918004541688	49.0	148.16662279967088	27.27272727272727	47085513.0					
RSQ_138__STARpass1			86.42	40689114.0										
RSQ_138_libComplexityPicard										0.804751				
RSQ_138_sorted											336	488.064901		
RSQ_138_sorted_q10	80823998	80823998								0.983594				
RSQ_138_sorted_q10_mrkDup	80823998	80823998											89.58436329764335	36202832
RSQ_138_sorted_q10_rmDup	1325984	1325984											83.11080676689915	551018
RSQ_141	86638886	86638886	82.11	34676421.0										
RSQ_141_R1					92.23737863277157	50.0	147.97335754005414	27.27272727272727	42233450.0					
RSQ_141_R2					77.96810134272637	52.0	147.7913557381649	27.27272727272727	42233450.0					
RSQ_141__STARpass1			82.42	34808522.0										
RSQ_141_libComplexityPicard										0.749666				
RSQ_141_sorted											377	744.564798		
RSQ_141_sorted_q10	69343010	69343010								0.972571				
RSQ_141_sorted_q10_mrkDup	69343010	69343010											86.96385115096676	30151676
RSQ_141_sorted_q10_rmDup	1901996	1901996											79.1100507046282	752335
RSQ_160b	102890967	102890967	82.76	38862238.0										
RSQ_160b_R1					82.63544470287414	48.0	144.2645791163409	27.27272727272727	46960305.0					
RSQ_160b_R2					63.507820375522314	49.0	144.01560716013236	27.27272727272727	46960305.0					
RSQ_160b__STARpass1			83.45	39186942.0										
RSQ_160b_libComplexityPicard										0.352681				
RSQ_160b_sorted											278	460.660819		
RSQ_160b_sorted_q10	77713558	77713558								0.845176				
RSQ_160b_sorted_q10_mrkDup	77713558	77713558											87.8065472179256	34118796
RSQ_160b_sorted_q10_rmDup	12031954	12031954											86.10122678328058	5179830
RSQ_169b	85186350	85186350	82.86	35034061.0										
RSQ_169b_R1					92.20703004752013	49.0	147.99970571898484	27.27272727272727	42282714.0					
RSQ_169b_R2					75.68541902649562	51.0	147.83178123334278	27.27272727272727	42282714.0					
RSQ_169b__STARpass1			83.51	35311495.0										
RSQ_169b_libComplexityPicard										0.679424				
RSQ_169b_sorted											334	568.708717		
RSQ_169b_sorted_q10	70058984	70058984								0.963166				
RSQ_169b_sorted_q10_mrkDup	70058984	70058984											89.072436448693	31201622
RSQ_169b_sorted_q10_rmDup	2580544	2580544											84.6571110587535	1092307
RSQ_171b	99125675	99125675	82.36	36651578.0										
RSQ_171b_R1					80.8477014857183	47.0	144.01763005029542	27.27272727272727	44499476.0					
RSQ_171b_R2					66.56660164888953	48.0	143.7449711317949	27.27272727272727	44499476.0					
RSQ_171b__STARpass1			83.83	37304527.0										
RSQ_171b_libComplexityPicard										0.329879				
RSQ_171b_sorted											241	373.890047		
RSQ_171b_sorted_q10	73294902	73294902								0.814017				
RSQ_171b_sorted_q10_mrkDup	73294902	73294902											87.84336187529114	32192353
RSQ_171b_sorted_q10_rmDup	13631632	13631632											87.13911877902807	5939242
RSQ_177	80274303	80274303	82.69	31525109.0										
RSQ_177_R1					81.58374443654739	47.0	147.57324200548186	18.181818181818183	38125062.0					
RSQ_177_R2					57.281948647791026	48.0	147.21799455696623	18.181818181818183	38125062.0					
RSQ_177__STARpass1			83.13	31694132.0										
RSQ_177_libComplexityPicard										0.432317				
RSQ_177_sorted											233	354.86799		
RSQ_177_sorted_q10	63038118	63038118								0.861356				
RSQ_177_sorted_q10_mrkDup	63038118	63038118											68.67023536457735	21644212
RSQ_177_sorted_q10_rmDup	8739870	8739870											45.73042848463421	1998390
